path,bytes,shows,provenance,presentation_status,needs
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000033.mp4,264892,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000034.mp4,339361,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000035.mp4,276042,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000036.mp4,348958,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000037.mp4,447927,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000038.mp4,358644,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000039.mp4,376219,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000040.mp4,474539,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000041.mp4,400765,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000042.mp4,352270,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000043.mp4,387100,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000044.mp4,367893,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000045.mp4,305084,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000046.mp4,325297,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000047.mp4,382588,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000048.mp4,395260,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000049.mp4,375650,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000050.mp4,358761,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000051.mp4,298365,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000052.mp4,336661,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000053.mp4,384621,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000054.mp4,360893,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000055.mp4,371283,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000056.mp4,346318,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000057.mp4,547973,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000058.mp4,387789,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000059.mp4,365971,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000060.mp4,302778,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000061.mp4,318526,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000062.mp4,404713,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000063.mp4,338587,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000064.mp4,345251,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000065.mp4,305886,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000066.mp4,392834,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000067.mp4,290963,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000068.mp4,366923,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000069.mp4,390575,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000070.mp4,343908,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000071.mp4,294503,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000072.mp4,251713,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000073.mp4,358404,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000074.mp4,278175,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000075.mp4,385258,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000076.mp4,364895,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000077.mp4,394761,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000078.mp4,419653,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000079.mp4,276840,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000080.mp4,303035,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000081.mp4,406659,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000082.mp4,526361,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000083.mp4,371855,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000084.mp4,363669,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000085.mp4,364630,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000086.mp4,355164,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000087.mp4,517040,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000088.mp4,251422,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000089.mp4,382513,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000090.mp4,281211,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000091.mp4,354230,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000092.mp4,405185,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000093.mp4,444345,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000094.mp4,387317,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000095.mp4,315468,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000096.mp4,314064,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000097.mp4,380472,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000098.mp4,358943,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000099.mp4,384460,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000100.mp4,373383,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000101.mp4,332545,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000102.mp4,297035,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000103.mp4,446437,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000104.mp4,272431,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000105.mp4,338087,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000106.mp4,310538,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000107.mp4,296094,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000108.mp4,269696,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000109.mp4,329744,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000110.mp4,305945,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000111.mp4,301903,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000112.mp4,408361,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000113.mp4,407271,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000114.mp4,298871,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
reports/training/franka_cup_lerobot_demos_v2/videos/chunk-000/observation.images.wrist/episode_000115.mp4,343295,Recorded training/evaluation or diagnostic imagery/video; inspect associated run metadata,First-party report artifact; depicted geometry/provenance requires per-run review,Not individually visually reviewed; not selected for the evidence page,"Review episode plus manifest/provenance, label simulation/physical scope, caption scoring rule and failures"
